Title,Authors,Year,DOI,PubMed IDs,Full Authors,distr,Cited By Count
An algorithm to assemble pathways from processes.,J.E. Mittenthal,1997,,9390300,{7004012160: 'Jay Edward Mittenthal'},"[6.56081960e-02 4.46152538e-01 1.31132394e-01 1.60534278e-01
 5.12432773e-03 8.40053763e-05 8.40053763e-05 1.52049735e-02
 4.46068533e-02 4.28427383e-03 8.40053763e-05 9.24059132e-04
 8.99697542e-02 3.62063162e-02]",6
Toward a virtual-labo-system for metabolic engineering: development of biochemical engineering system analyzing tool-kit (BEST-KIT).,"M. Okamoto, Y. Morita, D. Tominaga, K. Tanaka, N. Kinoshita, J-I. Ueno, Y. Miura, Y. Maki and Y. Eguchi",1997,,9390301,"{7402810538: 'Masahiro Okamoto', 7402316554: 'Yoshimitsu Morita', 57189078708: 'Daisuke Tominaga', 55741487100: 'Kouji Tanaka', 36829809000: 'Noriaki Kinoshita', 7003362692: 'Junichi Ueno', 35596972500: 'Yuichi Miura', 57531452000: 'Yukihiro Maki', 7103311444: 'Yukihiro Eguchi'}",,3
Method for low resolution prediction of small protein tertiary structure.,"A.R. Ortiz, W.P. Hu, A. Kolinski and J. Skolnick",1997,,9390302,"{35562471800: 'Ãngel R. OrtÃ­z', 7404359454: 'Weiping Hu', 7006356760: 'Andrzej KoliÅski', 7103056580: 'Jeffrey Skolnickâ'}",,10
Multiple model approach--dealing with alignment ambiguities in protein modeling.,"K. Pawlowski, Jaroszewski, A. Bierzynski and A. Godzik",1997,,9390303,"{35613244700: 'Krzysztof PawÅowski', 7004117657: 'Åukasz Jaroszewski', 6701438713: 'Andrzej BierzyÇ¹ski', 7007144993: 'Adam Godzik'}",,17
Search for DNA conformational features for functional sites. Investigation of the TATA box.,"M.P. Ponomarenko, J.V. Ponomarenko, A.E. Kel and N.A. Kolchanov",1997,,9390304,"{7003360628: 'M. P. Ponomarenko', 57193495035: 'Julia V. Ponomarenko', 7004025230: 'Alexander E. Kel', 35444766700: 'Nikolay A. Kolchanov'}","[5.6933969e-01 4.4233952e-02 1.8484458e-02 9.1962480e-05 9.1962480e-05
 1.8861504e-01 9.1962480e-05 9.1962480e-05 3.2278828e-02 1.5725585e-02
 9.1962480e-05 9.1962480e-05 6.2626444e-02 6.8144195e-02]",8
Algorithmic complexity of growth hormone release in humans.,"K. Prank, M. Wagner and G. Brabant",1997,,9390305,"{7003651504: 'Klaus Prank', 57199121245: 'M. Wagner', 7101947649: 'Georg E. Brabant'}",,1
Exploring the fitness landscapes of lattice proteins.,A. Renner and E. Bornberg-Bauer,1997,,9390306,"{57197319090: 'A. Renner', 6603818279: 'Erich G. Bornberg-Bauer'}","[3.4060851e-01 6.8658650e-02 1.0594611e-01 4.9716615e-05 4.9716615e-05
 1.1588943e-01 2.6399521e-02 4.9716615e-05 2.8592023e-01 5.4688280e-04
 4.5242123e-03 4.9716615e-05 2.5405189e-02 2.5902355e-02]",13
Accurate mean-force pairwise-residue potentials for discrimination of protein folds.,"B.A. Reva, A.V. Finkelstein, M.F. Sanner and A.J. Olson",1997,,9390307,"{6603752154: 'Boris A. Reva', 56586587700: 'A. V. Finkelstein', 7003701160: 'Michel F. Sanner', 7102256591: 'Arthur J. Olson'}","[5.2021861e-01 6.4652640e-04 1.1226050e-02 5.8775127e-05 6.4652640e-04
 1.5816386e-01 6.4652640e-04 5.8775127e-05 8.5870460e-02 2.9975313e-03
 2.4097802e-03 3.0034088e-02 1.4875984e-01 3.8262606e-02]",4
Real time surface reconstruction for moving molecular fragments.,M.F. Sanner and A.J. Olson,1997,,9390308,"{7003701160: 'Michel F. Sanner', 7102256591: 'Arthur J. Olson'}","[3.2688597e-01 4.9882125e-02 3.4510285e-01 6.4830692e-03 5.3579082e-05
 1.8270466e-02 5.3579082e-05 5.3579082e-05 2.4383840e-01 5.3579082e-05
 5.3579082e-05 5.8936991e-04 8.6262329e-03 5.3579082e-05]",13
Finding association rules on heterogeneous genome data.,"K. Satou, G. Shibayama, T. Ono, Y. Yamamura, E. Furuichi, S. Kuhara and T. Takagi",1997,,9390309,"{7004982766: 'Kenji Satou', 6507044463: 'G. Shibayama', 7403946490: 'Toshihide Ono', 7201947391: 'Yuichi Yamamura', 6602449071: 'Emiko Furuichi', 7004997564: 'Satoru Kuhara', 7403554330: 'Toshihisa Takagi'}",,17
Enumerating suboptimal alignments of multiple biological sequences efficiently.,T. Shibuya and H. Imai,1997,,9390310,"{35622510400: 'Tetsuo Shibuya', 36348118200: 'Hiroshi Imai'}","[1.9965276e-02 5.1062092e-05 3.3752043e-02 4.6466505e-03 5.1062092e-05
 2.6092727e-02 5.1062092e-05 5.1062092e-05 6.8070871e-01 5.6168303e-04
 1.5880311e-02 2.0935456e-03 5.1062092e-05 2.1604371e-01]",5
Redox properties of cytochrome c: novel linear response and hybrid continuum-microscopic methodologies.,T. Simonson,1997,,9390311,{7006470710: 'Thomas Simonson'},"[4.4123957e-01 2.1213077e-01 1.1240848e-01 6.3115374e-05 3.2188841e-03
 1.0546579e-01 6.3115374e-05 6.3115374e-05 1.2440041e-01 6.3115374e-05
 6.3115374e-05 6.3115374e-05 6.9426914e-04 6.3115374e-05]",0
Protein superfamily members as targets for computer modeling: the carbohydrate recognition domain of a macrophage lectin.,"R.E. Stenkamp, A. Aruffo and J. Bajorath",1997,,9390312,"{7005347183: 'Ronald Eugene Stenkamp', 7101940156: 'Alejandro A. Aruffo', 7101742328: 'JÃ¼rgen Bajorath'}",,0
Definite-clause grammars for the analysis of cis-regulatory regions in E. coli.,"D. Thieffry, D.A. Rosenblueth, A.M. Huerta, H. Salgado and J. Collado-Vides",1997,,9390313,"{55874905800: 'Denis Thieffry', 6603485343: 'David A. Rosenblueth', 7004611275: 'Araceli M. Huerta', 7006032034: 'Heladia Salgado', 7004041493: 'Julio Collado-Vides'}","[1.6979834e-01 7.8139320e-02 8.7305225e-02 2.0852430e-02 2.2914758e-04
 2.5000000e-01 2.2914758e-04 2.2914758e-04 2.0852430e-02 5.0641615e-02
 2.2914758e-04 2.2914758e-04 1.2626031e-01 1.9500458e-01]",3
Enumeration of flux routes through complex biochemical reactions.,J. Wagg and P. Sellers,1997,,9390314,"{6603597471: 'Jonathan Wagg', 7005123780: 'Peter H. Sellers'}",,1
Using the radial distributions of physical features to compare amino acid environments and align amino acid sequences.,"L. Wei, R.B. Altman and J.T. Chang",1997,,9390315,"{7402950829: 'Li Ping Wei', 7202798518: 'Russ B. Altman', 15768851500: 'Jeffrey T. Chang'}","[4.6928787e-01 1.3027588e-02 9.9681683e-02 5.8948361e-05 5.8948361e-05
 2.8419006e-01 5.8948361e-05 2.4168827e-03 5.8948361e-05 5.3112473e-02
 5.8948361e-05 7.7222353e-03 6.5491624e-02 4.7748173e-03]",29
TRANSFAC database as a bridge between sequence data libraries and biological function.,"E. Wingender, H. Karas and R. Knuppel",1997,,9390316,"{56091170100: 'Edgar Wingender', 6601996367: 'Holger Karas', 7005948683: 'Rainer KnÃ¼ppel'}",,35
A new approach to protein fold recognition based on Delaunay tessellation of protein structure.,"W. Zheng, S.J. Cho, I.I. Vaisman and A. Tropsha",1997,,9390317,"{7403565981: 'Weifan Zheng', 7404885276: 'Sung-jin Cho', 7005567042: 'Iosif I. Vaisman', 35459284800: 'Alexander E. Tropsha'}",,24
Automated assay of gene expression at cellular resolution.,"D. Kosman, J. Reinitz and D.H. Sharp",1998,,9697167,"{7004268523: 'David Kosman', 6701506023: 'John Reinitz', 7202296934: 'David H. Sharp'}","[2.6664400e-02 3.0293250e-01 1.4385191e-01 5.6612320e-05 1.3077445e-02
 2.6664400e-02 1.7549818e-03 1.2913270e-01 1.7951767e-01 1.9304799e-02
 7.7615492e-02 5.6612320e-05 3.5156250e-02 4.4214219e-02]",56
"Reveal, a general reverse engineering algorithm for inference of genetic network architectures.","S. Liang, S. Fuhrman and R. Somogyi",1998,,9697168,"{7402146781: 'Shoudan Liang', 7004369766: 'Stefanie Fuhrman', 7004100412: 'Roland Somogyi'}","[0.00080386 0.5393891  0.16157557 0.04903537 0.00080386 0.15353698
 0.00080386 0.02491961 0.02491961 0.00080386 0.00080386 0.00080386
 0.04099678 0.00080386]",793
A gene network approach to modeling early neurogenesis in Drosophila.,G. Marnellos and E. Mjolsness,1998,,9697169,"{57216021001: 'George Marnellos', 56822278400: 'Eric D. Mjolsness'}","[1.0715672e-02 2.2502911e-01 6.7930572e-02 4.8487203e-05 4.8487203e-05
 3.3989526e-02 5.3335924e-04 3.1618503e-01 2.0951320e-01 5.3335924e-04
 3.7383631e-02 4.8487203e-05 9.4113663e-02 3.9274637e-03]",31
Cluster analysis and data visualization of large-scale gene expression data.,"G.S. Michaels, D.B. Carr, M. Askenazi, S. Fuhrman, X. Wen and R. Somogyi",1998,,9697170,"{24344425900: 'George S. Michaels', 57191258140: 'Daniel B. Carr', 35344685600: 'Manor Askenazi', 7004369766: 'Stefanie Fuhrman', 58464352800: 'X. Wen', 7004100412: 'Roland Somogyi'}",,152
Rules for the evolution of gene circuitry.,M.A. Savageau,1998,,9697171,{7005555627: 'Michael A. Savageau'},"[4.2419333e-02 5.9243798e-01 7.9170302e-02 3.3075869e-02 1.3766040e-02
 1.0720070e-01 6.2289771e-05 2.6846891e-02 3.1767783e-03 1.3766040e-02
 6.2289771e-05 6.2289771e-05 4.4288028e-02 4.3665130e-02]",44
"Modeling the normal and neoplastic cell cycle with ""realistic Boolean genetic networks"": their application for understanding carcinogenesis and assessing therapeutic strategies.",Z. Szallasi and S. Liang,1998,,9697172,"{57203030767: 'ZoltÃ¡n SzÃ¡llÃ¡si', 7402146781: 'Shoudan Liang'}","[2.2453114e-03 5.0677997e-01 6.8283886e-02 1.3520297e-01 2.4258167e-02
 1.7086379e-01 4.4025714e-05 6.3881315e-02 4.4025714e-05 5.3271116e-03
 4.4025714e-05 4.4025714e-05 7.9686539e-03 1.5012767e-02]",82
Qualitative analysis of gene networks.,D. Thieffry and R. Thomas,1998,,9697173,"{55874905800: 'Denis Thieffry', 8955682500: 'RenÃ© S. Thomas'}","[8.9653935e-05 5.2008247e-01 1.2381209e-01 1.4434284e-02 8.9653935e-05
 1.6774252e-01 1.1744666e-02 1.8827325e-03 5.6571633e-02 1.3537744e-02
 1.9813519e-02 8.9653935e-05 7.0019722e-02 8.9653935e-05]",113
Genomic regulation modeled as a network with basins of attraction.,A. Wuensche,1998,,9697174,{55979792500: 'Andrew Wuensche'},"[1.0458254e-02 4.7261760e-01 1.3196495e-01 4.3395245e-05 4.7734773e-04
 4.2136785e-02 1.1326159e-02 2.8684257e-02 2.5564137e-01 4.3395245e-05
 2.0439161e-02 4.3395245e-05 1.3452526e-03 2.4778685e-02]",106
DINAMO: a coupled sequence alignment editor/molecular graphics tool for interactive homology modeling of proteins.,"M. Hansen, J. Bentz, A. Baucom and L. Gregoret",1998,,9697175,"{56925943500: 'Marc D. Hansen', 19633806900: 'Jesse Bentz', 6506677395: 'Albion E. Baucom', 6701547677: 'Lydia M. Gregoret'}",,2
A prototype molecular interactive collaborative environment (MICE).,"P. Bourne, M. Gribskov, G. Johnson, J. Moreland, S. Wavra and H. Weissig",1998,,9697176,"{35458582500: 'Philip E. Bourne', 7003537392: 'Michael R. Gribskov', 57028780800: 'Gregory S. Johnson', 7102437761: 'John L. Moreland', 6504479109: 'S. Wavra', 6602130842: 'Helge Weissig'}","[7.8534320e-02 8.3453078e-03 6.5275782e-01 3.3712832e-03 1.9398695e-02
 5.5266941e-05 5.5266941e-05 1.8293357e-02 1.0003316e-02 1.7690948e-01
 1.9398695e-02 5.5266941e-05 1.2766663e-02 5.5266941e-05]",15
Reusable graphical interface to genome information resources.,A. Grigoriev,1998,,9697177,{7005524123: 'Andrey V. Grigoriev'},"[2.6082422e-04 1.5910277e-02 4.6191970e-01 2.6082422e-04 2.6082422e-04
 2.6082422e-04 2.6082422e-04 2.6082422e-04 1.3328117e-01 2.3761085e-01
 2.6082422e-04 5.4773083e-03 2.3735004e-02 1.2023996e-01]",2
Visualization based on the Enzyme Commission nomenclature.,I. Shah and L. Hunter,1998,,9697178,"{57196901685: 'Imran Shah', 57689685500: 'Lawrence E. Hunter'}","[5.6356243e-03 7.4002214e-02 2.9480782e-01 2.1341464e-02 9.2387287e-05
 8.7860309e-02 9.2387287e-05 1.0162601e-03 2.2089800e-01 7.4926086e-02
 5.4600883e-02 9.2387287e-05 1.3774945e-01 2.6884701e-02]",6
Wavelet-assisted volume ray casting.,T. He,1998,,9697179,{7202512900: 'Taosong He'},"[3.6553111e-02 7.8343213e-02 3.8356960e-01 5.2898857e-05 3.7558188e-03
 2.1693821e-01 2.6978417e-03 5.7183664e-02 1.3653195e-01 5.2898857e-05
 5.9828606e-02 5.2898857e-05 1.6980533e-02 7.4587390e-03]",2
Visualizing nerve cells with VolVis.,A. Kaufman,1998,,9697180,{57197926443: 'A. Kaufman'},"[4.6563733e-02 1.1101538e-01 4.1224927e-01 3.8257395e-03 8.3063357e-03
 1.0684497e-03 3.4466120e-05 2.2406425e-01 1.0687944e-01 8.9956578e-03
 4.2083133e-02 1.0374303e-02 2.4505412e-02 3.4466120e-05]",2
A virtual laboratory notebook for simulation models.,A.J. Winfield,1998,,9697181,{19638208500: 'A. J. Winfield'},"[1.0006004e-04 1.7220332e-01 5.0840503e-01 1.0006004e-04 1.0006004e-04
 6.8140879e-02 1.0006004e-04 1.0006004e-04 1.4918952e-01 4.0124074e-02
 1.1106664e-02 2.5115069e-02 2.1112667e-02 4.1024615e-03]",2
MAVIS: an interactive visualization tool for computational chemistry calculations in a distributed networked environment.,"C.I. Parkinson, M.D. Cooper, W.T. Hewitt and I.H. Hillier",1998,,9697182,"{57197259894: 'C. I. Parkinson', 57213477642: 'Matthew D. Cooper', 7005770319: 'William Terry Hewitt', 7004402709: 'Ian H. Hillier'}","[7.8839190e-02 7.3896446e-03 7.6397181e-01 4.8938044e-05 1.1794069e-02
 2.4958402e-03 4.8938044e-05 4.8938044e-05 7.8839190e-02 2.8433003e-02
 2.2071058e-02 3.4746011e-03 4.8938044e-05 2.4958402e-03]",4
A high-throughput graphics library designed for a portable molecular structure viewer.,Y. Ueno and K. Asai,1998,,9697183,"{59122089600: 'Y. Ueno', 7202856244: 'Kiyoshi Asai'}",,3
An editing environment for DNA sequence analysis and annotation (extended abstract).,"E.C. Uberbacher, Y. Xu, M.B. Shah, V. Olman, M. Parang and R.J. Mural",1998,,9697184,"{7003992856: 'Edward C. Uberbacher', 36922188800: 'Ying Xu', 7402047378: 'Manesh B. Shah', 6602140661: 'Victor N. Olman', 6701547797: 'Morey Parang', 7003349003: 'Richard J. Mural'}","[1.7515348e-02 1.8719152e-02 2.2998676e-01 6.0190199e-05 6.0190199e-05
 6.0792104e-03 6.0190199e-05 1.8658962e-03 2.6309136e-01 2.1855062e-01
 3.1359095e-02 6.0190199e-05 1.5107741e-02 1.9748405e-01]",1
Recognition of human genes by stochastic parsing.,"K. Asai, K. Itou, Y. Ueno and T. Yada",1998,,9697185,"{7202856244: 'Kiyoshi Asai', 8855763800: 'Katunobu Itou', 59122089600: 'Y. Ueno', 35350789500: 'Tetsushi Yada'}","[1.4640884e-01 4.8603851e-02 7.7721365e-02 7.4660296e-05 7.4660296e-05
 1.9486338e-02 7.4660296e-05 7.4660296e-05 1.2177095e-01 1.2475736e-01
 1.0609228e-01 7.4660296e-05 2.3144691e-03 3.5247126e-01]",11
A discrimination study of human core-promoters.,M.Q. Zhang,1998,,9697186,{55909042200: 'Michael Q. Zhang'},"[2.7110326e-01 2.3184139e-01 6.4978406e-02 1.5901061e-02 1.9630938e-04
 1.9630938e-04 1.9630938e-04 3.3568908e-02 3.3568908e-02 6.3015312e-02
 1.9630938e-04 1.9630938e-04 1.5528072e-01 1.2976050e-01]",13
Automatic extraction of position specific cooccurrence of transcription factor bindings on promoters.,T. Tsunoda and T. Takagi,1998,,9697187,"{7203020452: 'Tatsuhiko Tsunoda', 7403554330: 'Toshihisa Takagi'}","[5.38064182e-01 3.98124568e-02 3.34551781e-02 7.94659863e-05
 7.94659863e-05 1.05769232e-01 8.82072467e-03 1.35886837e-02
 6.92148730e-02 6.84202164e-02 7.94659863e-05 7.94659863e-05
 1.22457094e-01 7.94659863e-05]",1
"A computational ""genome walk"" technique to identify regulatory interactions in gene networks.",A. Wagner,1998,,9697188,{57203495887: 'Andreas Wagner'},,6
Deriving ribosomal binding site (RBS) statistical models from unannotated DNA sequences and the use of the RBS model for N-terminal prediction.,W.S. Hayes and M. Borodovsky,1998,,9697189,"{7202648867: 'William S. Hayes', 7004083753: 'Mark Yu Borodovsky'}","[8.4089793e-02 6.1334642e-05 2.7661921e-02 6.1334642e-05 6.1334642e-05
 8.7156527e-02 6.1334642e-05 6.1334642e-05 1.6014475e-01 6.1334642e-05
 7.1209520e-02 1.4781648e-02 4.9129046e-02 5.0545877e-01]",20
The GAIA software framework for genome annotation.,"G.C. Overton, C. Bailey, J. Crabtree, M. Gibson, S. Fischer and J. Schug",1998,,9697190,"{7003613915: 'G. Christian Overton', 57207235069: 'C. Bailey', 56808150200: 'Jonathan D. Crabtree', 57208011150: 'Mark Gibson', 7402171537: 'Steve Fischer', 35424576300: 'Jonathan Schug'}","[1.7556874e-02 3.7339270e-02 3.9094958e-01 2.4727994e-04 3.7339270e-02
 5.1928782e-03 2.7200792e-03 2.4727994e-04 1.1152324e-01 2.3516321e-01
 6.4540058e-02 2.4727994e-04 2.4727994e-04 9.6686445e-02]",4
Focus-2D: a new approach to the design of targeted combinatorial chemical libraries.,"S.J. Cho, W. Zheng and A. Tropsha",1998,,9697191,"{7404885276: 'Sung-jin Cho', 7403565981: 'Weifan Zheng', 35459284800: 'Alexander E. Tropsha'}","[1.4066194e-01 2.9868111e-01 1.0706732e-01 6.2212268e-05 6.2212268e-05
 1.5559289e-01 8.2804531e-02 3.7949483e-03 7.5276848e-03 2.4947118e-02
 5.1698394e-02 6.2212268e-05 1.2199826e-01 5.0391937e-03]",7
Surface solid angle-based site points for molecular docking.,D.K. Hendrix and I.D. Kuntz,1998,,9697192,"{7006009949: 'Donna K. Hendrix', 7005315085: 'Irwin D. Kuntz'}","[6.4377779e-01 2.6162343e-02 7.9868034e-02 7.6722419e-05 3.9128433e-03
 2.6162343e-02 7.6722419e-05 1.6111707e-03 1.5275434e-01 7.6722419e-05
 7.6722419e-05 8.4394659e-04 6.1454654e-02 3.1456191e-03]",16
Molecular modeling information transfer with VRML: from small molecules to large systems in bioscience.,"G. Moeckel, M. Keil, T. Exner and J. Brickmann",1998,,9697193,"{6701643584: 'Gerd Moeckel', 57218886820: 'Matthias Keil', 35591617400: 'Thomas E. Exner', 7005379681: 'JÃ¼rgen A.W. Brickmann'}","[2.62210965e-01 1.02077410e-01 3.38877201e-01 1.21862248e-01
 1.30456286e-02 6.18276244e-05 6.18276244e-05 6.18276244e-05
 1.55187342e-02 1.30456286e-02 6.18276244e-05 6.80103898e-04
 1.21243976e-01 1.11908000e-02]",8
Empirical free energy calculations of phage 434 repressor- and cro-DNA complexes support the 'indirect readout' hypothesis of specificity.,"L.M. Brown, R.E. Bruccoleri and J. Novotny",1998,,9697194,"{55469609300: 'Lawrence M. Brown', 7004396918: 'Robert E. Bruccoleri', 7202755698: 'JiÅÃ­ NovotnÃ½'}","[4.8456693e-01 9.7589061e-02 8.4536240e-02 7.6781325e-05 7.6781325e-05
 6.3805282e-02 1.1593981e-02 7.6781325e-05 1.2983723e-01 6.2192879e-03
 4.6836608e-03 7.6781325e-05 5.3055894e-02 6.3805282e-02]",5
The object technology framework: an object-oriented interface to molecular data and its application to collagen.,"C.C. Huang, G.S. Couch, E.F. Pettersen, T.E. Ferrin, A.E. Howard and T.E. Klein",1998,,9697195,"{7406883219: 'Conrad C. Huang', 6603815815: 'Gregory S. Couch', 7005970643: 'Eric F. Pettersen', 6603947110: 'Thomas E. Ferrin', 57641870600: 'A. E. Howard', 7202313665: 'Teri E. Klein'}","[1.5174727e-01 6.0578752e-03 6.0133171e-01 5.0065086e-05 1.0513667e-03
 4.8613194e-02 5.0065086e-05 1.0513667e-03 1.9575447e-02 1.5625313e-01
 5.0065086e-05 2.0526685e-03 3.5546210e-03 8.5611297e-03]",34
Molecular anchors with large stability gaps ensure linear binding free energy relationships for hydrophobic substituents.,P.A. Rejto and G.M. Verkhivker,1998,,9697196,"{6701572946: 'Paul A. Rejto', 7003472684: 'Gennady M. Verkhivker'}","[6.5925068e-01 8.5201055e-02 6.5974511e-02 1.1535926e-03 5.4932982e-05
 6.0426281e-04 5.4932982e-05 5.4932982e-05 1.0277961e-01 3.3509119e-03
 5.4932982e-05 1.1535926e-03 6.8721160e-02 1.1590859e-02]",5
Combined multiple sequence reduced protein model approach to predict the tertiary structure of small proteins.,"A.R. Ortiz, A. Kolinski and J. Skolnick",1998,,9697197,"{35562471800: 'Ãngel R. OrtÃ­z', 7006356760: 'Andrzej KoliÅski', 7103056580: 'Jeffrey Skolnickâ'}","[6.2297678e-01 1.7593244e-04 3.6945809e-03 1.7593244e-04 1.7593244e-04
 1.5851513e-01 1.9352569e-03 3.0084446e-02 1.0221674e-01 3.3603095e-02
 4.0640391e-02 1.7593244e-04 5.4539051e-03 1.7593244e-04]",6
Using constraint programming for lattice protein folding.,R. Backofen,1998,,9697198,{6604065270: 'Rolf Backofen'},"[3.3095288e-01 3.9304402e-02 1.4397079e-01 5.4513737e-05 2.7802004e-03
 1.8044045e-02 5.4513737e-05 1.6899258e-03 4.1163322e-01 5.4513737e-05
 1.4228085e-02 7.1412995e-03 2.4040557e-02 6.0510249e-03]",8
Are binding residues conserved?,"C. Ouzounis, C. PÃ©rez-Irratxeta, C. Sander and A. Valencia",1998,,9697199,"{7005683039: 'Christos A. Ouzounis', 6504105351: 'C. PÃ©rez-Irratxeta', 55146122100: 'Chris Sander', 16308427600: 'Alfonso Valencia'}","[5.45110285e-01 5.12018427e-02 3.30918655e-02 1.64636149e-04
 1.64636149e-04 1.99374378e-01 1.16891665e-02 1.64636149e-04
 2.81527825e-02 1.64636149e-04 1.81099761e-03 1.81099761e-03
 1.12117216e-01 1.49818901e-02]",31
